date,code,name,price
2026-01-25,000811,冰轮环境,16.81
2026-01-25,605377,华旺科技,8.74
2026-01-25,600578,京能电力,5.49
2026-01-25,000600,建投能源,8.84
2026-01-25,600279,重庆港,5.6
2026-01-25,000708,中信特钢,16.09
2026-01-25,603221,爱丽家居,13.64
2026-01-25,600106,重庆路桥,6.57
2026-01-25,000039,中集集团,9.92
2026-01-25,002701,奥瑞金,5.96
2026-01-25,002014,永新股份,12.11
2026-01-25,002612,朗姿股份,19.5
2026-01-25,000716,黑芝麻,6.43
2026-01-25,000589,贵州轮胎,5.15
2026-01-25,003003,天元股份,13.77
2026-01-25,600706,曲江文旅,11.22
2026-01-25,600029,南方航空,7.68
2026-01-25,002039,黔源电力,18.05
2026-01-25,605108,同庆楼,20.12
2026-01-25,600628,新世界,8.3
2026-01-25,600138,中青旅,10.12
2026-01-25,601555,东吴证券,9.37
2026-01-25,603027,千禾味业,10.15
2026-01-25,002678,珠江钢琴,5.35
2026-01-25,600814,杭州解百,8.33
2026-01-25,688306,均普智能,11.76
2026-01-25,600350,山东高速,9.84
2026-01-25,603766,隆鑫通用,15.63
2026-01-25,002041,登海种业,9.89
2026-01-25,002511,中顺洁柔,8.43
2026-01-25,002367,康力电梯,8.04
2026-01-25,603967,中创物流,13.05
2026-01-25,600742,富维股份,10.12
2026-01-25,000543,皖能电力,8.47
2026-01-25,601111,中国国航,8.77
2026-01-25,001219,青岛食品,14.86
2026-01-25,000978,桂林旅游,7.28
2026-01-25,002012,凯恩股份,6.24
2026-01-25,002570,贝因美,6.24
2026-01-25,001318,阳光乳业,16.02
2026-01-25,000586,汇源通信,13.92
2026-01-25,000419,通程控股,6.62
2026-01-25,600305,恒顺醋业,8.14
2026-01-25,603890,春秋电子,16.38
2026-01-25,002875,安奈儿,17.63
2026-01-25,002300,太阳电缆,9.79
2026-01-25,002299,圣农发展,16.75
2026-01-25,601686,友发集团,6.41
2026-01-25,600820,隧道股份,6.7
2026-01-25,603101,汇嘉时代,10.27
2026-01-25,600250,南京商旅,11.93
